name,id,text
Ninki Sushi Bar & Restaurant,h6l8EL19eoNvAzUK5dDR3Q,"Scatter the neighborhood with the menus, true garbage only. 

Their food is low-quality sushi with high-end prices. The quality was a bit higher than..."
Ninki Sushi Bar & Restaurant,h6l8EL19eoNvAzUK5dDR3Q,They're not open. It's 6:30 on wed and they're not open. It's the second time now. I think they're out of business. They were good before tho.
Starr King Elementary School,TJVzQELy4JUrXwZYfuqHyQ,We're so happy to be at Starr King. Our twins have been attending been for 3 years now and we see the school improving year over year. We started when...
Starr King Elementary School,TJVzQELy4JUrXwZYfuqHyQ,My child attended both the Mandarin Immersion and English programs at Starr King. Both programs were great and the teachers are *excellent.* The principal...
Starr King Elementary School,TJVzQELy4JUrXwZYfuqHyQ,"Starr King is so fortunate to be guided by the smart, savvy and hardworking leaders we've had for several years now. (Ms Martin/Mr Fitzsimons) Our PTA has..."
La Fonda,GPK6hwD_EGKCRVD1cWESig,"Great service, fresh, handmade food. Good value. A great neighborhood spot. If you don't look at the street you'd think you were in Mexico.  These types of..."
La Fonda,GPK6hwD_EGKCRVD1cWESig,It's the same place I visited 5 years ago: loud employees & dirty tables. (I write this as I sit next to a table that hasn't been bussed - and no sign of an...
La Fonda,GPK6hwD_EGKCRVD1cWESig,"The staff are polite and the place is very relaxed and casual, the menu is average and the food is average as well. They offer chicken, steak, BBQ pork,..."
Sauce - Belden,jzo4h7-wAXQfoZwYT-Rzag,I had been watching Chef on the plane (Netflix series about food with Jon Favreau) so subliminally I knew I was going to have a lobster roll on this trip....
Sauce - Belden,jzo4h7-wAXQfoZwYT-Rzag,"The bartender from Topsy recommend we go here to fill our drunken bellies, and I'm so glad she did because it was an amazing recommendation!

I ordered the..."
Sauce - Belden,jzo4h7-wAXQfoZwYT-Rzag,"Great place! Ordered the steak, and it was wonderfully cooked and juicy. The side salad had a really nice, zesty tang. The tater tots were more fluffy than..."
JJ Fish & Chickeny,YG3xWeJ3f350zSNZKs1p5A,"JJ Fish & Chicken on 3rd st, is a great place to dine in or  take out my family and I have been eating here for a long time. Service is always great. The..."
JJ Fish & Chickeny,YG3xWeJ3f350zSNZKs1p5A,So I've been going here for years now.  The food is typically great but My gripe is with the chicken!!!  How do you make a chicken wing dry!?!?  They over...
JJ Fish & Chickeny,YG3xWeJ3f350zSNZKs1p5A,"My go to order from here is the large fried shrimp, the bbq wings, the huge chicken tenders and all orders come with fries and two slices of wheat bread to..."
Cordon Bleu,Di4kb-1tnjP5OKFuV8qbUA,"FINALLY!!!!

After years of saying that I was going to visit this place, I finally did it.

And why the hell was I waiting for so long?!

After eating here,..."
Cordon Bleu,Di4kb-1tnjP5OKFuV8qbUA,"7/10

No frills. One lady running shop.

Large portion. Meat sauce was a bit overhyped. Chicken was moist but meat was not exceptional."
Cordon Bleu,Di4kb-1tnjP5OKFuV8qbUA,"I called them at 11:30 am sharp (their opening hour) for a to go order and it went to voicemail. 4 tries at 5 minute intervals later, they finally pick up...."
Rainbow Grocery,5NvXIkNdCCqUb235WVfMJg,"Love love this co-op grocery store! My mom bought from this place since they started in a small like garage. 

They sell lots of local produce, which I love..."
Rainbow Grocery,5NvXIkNdCCqUb235WVfMJg,"The produce and selection of products they have are 5 star but the service is absolutely horrible. The staff is mean, bitter and lazy. They make you feel as..."
Rainbow Grocery,5NvXIkNdCCqUb235WVfMJg,This Grocery Store is Vegan and Gluten Free Heaven!! They have so many different varieties of Gluten Free Breads. They also have the mini version of the GF...
Sunset Strip Liquor Store,c7Ny8VKYZpfd5rp257sHIg,Sunset strip liquor is the usual neighborhood convenience store. just looking at the wine selection made me realize prices are higher here than at regular...
Sunset Strip Liquor Store,c7Ny8VKYZpfd5rp257sHIg,Our own local store that tends to be a quick stop for us when we're working from home or the like. Super convenient and I'm always able to grab a bottle of...
Sunset Strip Liquor Store,c7Ny8VKYZpfd5rp257sHIg,"The fact that I get off the N-Judah here everyday and live a block away means I have dropped by a few times for beer and condiments. The beer is overpriced,..."
Shell,0eBDcg_MjxmC8Erjy995bg,Love this gas station / store with great things from cold sandwiches to warm food & ICEE. pizza could get some loving to look fresh but heeey it's a gas...
Shell,0eBDcg_MjxmC8Erjy995bg,"Absolutely terrible. Awful instructions as to how the machine works, and it actually chips the paint on your car. Also, it's a pretty awful experience being..."
Shell,0eBDcg_MjxmC8Erjy995bg,"I  LOVE this station & the employees. The coffee is awesome, they're open 24 hours, including the car wash. As an Uber driver, it serves all needs. Grateful!"
Sushi Hunter,vTGaPVLF8saopNqIkHRlzw,"Came on a Wednesday evening around 6:30PM, sat at the bar for 1. 
Service was good. Informed them I wanted the AYCE and they gave me the AYCE menu. Placed..."
Sushi Hunter,vTGaPVLF8saopNqIkHRlzw,"Sushi Bar or Time Machine!

Sushi Hunter has been around for almost 18 years, but this was the first time I had an opportunity to check it out. I stopped by..."
Sushi Hunter,vTGaPVLF8saopNqIkHRlzw,"Wow we just spent 30 min debating over $6 bill.  And they lost our repeat business.  

I called beforehand to ask how much all you can eat  is for kids 6..."
Imperial Tea Court,bI0djBt4exAWQQOxaVexDA,"I can only speak to the zongzi (粽子). What a wonderful surprise that was for me. I've eaten a number of these, primarily in Taiwan. I have to say this was..."
Imperial Tea Court,bI0djBt4exAWQQOxaVexDA,"PAY A RIDICULOUSLY EXPENSIVE MEAL FOR SOME RUDE EMPLOYEES. 

i haven't been active on yelp recently but i came back after a horrific accident. it was my..."
Imperial Tea Court,bI0djBt4exAWQQOxaVexDA,"The Imperial Tea Court really needs to market themselves better, because this place is totally underrated! I would never have guessed that they serve food,..."
School of the Epiphany,Vp8oeCDeh0-_zTq0pcMK4w,I was and still am a student of epiphany and as soon as I came in kindergarten I fell in love with the school. I am now a 6th grader and throughout all my 7...
School of the Epiphany,Vp8oeCDeh0-_zTq0pcMK4w,"My son enrolled at School of the Epiphany in Kindergarten, and he has thrived all the way through Sixth Grade (...and I expect this to continue all the way..."
School of the Epiphany,Vp8oeCDeh0-_zTq0pcMK4w,"Epiphany is not for everyone!

I enrolled my child at Epiphany because when I came in for a tour I was painted this picture that they really had the kids..."
SO,WG9Q3g5Dbc9VcahtvbvOsA,"So, they initially said they would re-open in May of this year, but May came and went and they're still closed. So I dunno what's going on. They haven't..."
SO,WG9Q3g5Dbc9VcahtvbvOsA,"Went here on a Saturday night with 2 other friends before we went to the Backstreet Boys vs 'N SYNC night at The Great Northern. Got here around 6PM, and it..."
SO,WG9Q3g5Dbc9VcahtvbvOsA,"Affordable and delicious?! This is definitely going to be our new go-to / I'm too lazy to cook / comfort food spot

- SO Black Bean Noodles: Delicious chewy..."
Sears Fine Food,3LZRfbnx8bCpHWrRDSIF9g,I'm in San Francisco on business this week and work friends were just here and recommended Sears. I was pleased to find that it's right down the street from...
Sears Fine Food,3LZRfbnx8bCpHWrRDSIF9g,"Great breakfast. Simple , done right and quick. Had scrambled eggs, hash browns, 4 long delicious strips of bacon and toast. Food did not take long at all...."
Sears Fine Food,3LZRfbnx8bCpHWrRDSIF9g,Such an old school spot with history. We had been here before when we visited SF a couple years ago and had such a good time with delicious food. This time...
B Star Bar,6bc2FmFGzrcEvXcS2cOeeA,"B Star is one of my favorite spots in the city. My boyfriend and I come here for dinner at least once a month, and every time anyone from out of town comes..."
B Star Bar,6bc2FmFGzrcEvXcS2cOeeA,"Great neighborhood spot - although it's been inconsistent over the past few times I've dined there for brunch.

Would order again:

Banana Azuki French..."
B Star Bar,6bc2FmFGzrcEvXcS2cOeeA,"I really love this place. Discovered when Burma Superstar pointed me towards their sister restaurant, when the wait was long. We sat a the bar and got great..."
Per Diem,MXy-YMQCWpBJf92HFRhGhw,"Went here after work and it was amazing! Ordered the Falcon (because, why not), arancini, and burrata pita bread. 

The food. Was. Amazing! Arancini so far..."
Per Diem,MXy-YMQCWpBJf92HFRhGhw,"Per Diem is the perfect after work spot to grab dinner, drinks, and everything in between! 

I came with a friend on a Monday night and we were seated right..."
Per Diem,MXy-YMQCWpBJf92HFRhGhw,"First time visiting this spot and I was impressed! It has a lightly more formal decor with a relaxed atmosphere. Lots of drink and food options. 
Ask for..."
Cheese Boutique,RMD2w2KYa4Vm5EYZ6UCu4Q,"The people who own this place are the most friendly and genuine people I ever came across. They are polite, very accommodating, and eager to help! I love..."
Cheese Boutique,RMD2w2KYa4Vm5EYZ6UCu4Q,"The best people, cheese and sandwiches for me!  I am so happy that these place is in my neighborhood and I try to make it in once a week.  

They have the..."
Cheese Boutique,RMD2w2KYa4Vm5EYZ6UCu4Q,LOVE the Cheese Boutique! Lovely selection of cheese and meat.  Rick let us taste it all.  Also lovely pastas and spreads as well.  Excellent customer...
Cajun House,Mavr1mEE-CCP3GHTKle7BA,"The seafood was super fresh! Been the the Cajun house a few times before and it has improved so much.

Got the garlic noodle, steamed clams, steams prawns &..."
Cajun House,Mavr1mEE-CCP3GHTKle7BA,"This restaurant used to be good, but the last few times that I've been back, they've down graded a lot.

They tend to over cook their seafood. We always..."
Cajun House,Mavr1mEE-CCP3GHTKle7BA,Cajun House is one of the many Cajun styles seafood restaurants in San Francisco Bay Area! The seafoods was fresh. But the dining room is very tiny and the...
Pho Vietnam,9PfzLnAi8pyK86Rv2MsvCQ,I walk along Polk a lot and am disappointed to say I've never stopped in to Pho Vietnam until a friend started Yelping for local noodle places nearby around...
Pho Vietnam,9PfzLnAi8pyK86Rv2MsvCQ,"Your classic Vietnamese eatery. Reminded me of Pho 43 in Phoenix, AZ. I had the classic Pho Ga (chicken pho), and my friend had the vermicelli. I thoroughly..."
Pho Vietnam,9PfzLnAi8pyK86Rv2MsvCQ,"so i get here at 10:30 and this guy says they are still closed. i ask when they open and he says ""depends.... 10 min, 20min, half hr"". next spot!"
Larkin Street Youth Services,cjhrDT6aL6w5ttQHwo0iwg,"The hiring process here is a joke as it was jumping through one hoop after the other and quite disorganized at that.

And they were 20 minutes late for the..."
Larkin Street Youth Services,cjhrDT6aL6w5ttQHwo0iwg,"Larkin Street is an amazing place to work, with a team devoted to ending youth homelessness.  I'm so proud to be a member of the LSYS community."
Larkin Street Youth Services,cjhrDT6aL6w5ttQHwo0iwg,"I first volunteered here as part of my company's ""Community Day."" After learning more about the organization, I was interested in volunteering on my own so..."
Battery Street Coffee Roastery,RAO5L5XSbZtg2oIGOftN2Q,A few days ago I came here with a bagel craving and this place hit the spot. Nothing too crazy but I loved the customer service and they're quick when it...
Battery Street Coffee Roastery,RAO5L5XSbZtg2oIGOftN2Q,"I agree with a previous review. This place needs a facelift. It's at that point where, even though I watched someone mop the floor (with a big, old..."
Battery Street Coffee Roastery,RAO5L5XSbZtg2oIGOftN2Q,The coffee was fine and they have a number of food options. Plenty of tables to stretch out and work if you need to get something done. Free WiFi is always...
Bay Club San Francisco,FsJymPpKKM2mtzMDpSVxiA,"Overall, have been very happy going here! Here is what I enjoy about the club:

- Great front Office staff. You get greeted by name most times!
- Organized..."
Bay Club San Francisco,FsJymPpKKM2mtzMDpSVxiA,"For years I have enjoyed the robust and high quality Yoga program at the Bay Club San Francisco.   Despite vigorous member opposition to the changes, the..."
Bay Club San Francisco,FsJymPpKKM2mtzMDpSVxiA,"Pros: Close to my house, very clean / comfortable facility (physically), lots of amenities, lots of programs, some great people on staff, some great..."
La Taqueria,JARsJVKLPgs_yC3cwDnp7g,"We came here at 2:30 p.m. on a Saturday and waited almost an hour for our food. But of course, it was worth it. 
Definitely get: Super crispy tacos (chicken..."
La Taqueria,JARsJVKLPgs_yC3cwDnp7g,"I've had my share of fantastic soft tacos and burritos.

This review takes into account the long wait (hype) as well.

1) Soft taco (I chose half carne..."
La Taqueria,JARsJVKLPgs_yC3cwDnp7g,Best carne asada super burritos that I have had and I would say the best burrito in San Francisco. I could tell because I showed up here on a Saturday at...
Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,"#MealPal Review:

Crispy Fried Chicken Sandwich
-Portion is good for a guy! Big piece of chicken  
-The Crispy chicken taste great. The chicken is moist and..."
Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,"My colleagues and I frequently come to Town Hall for Happy Hour. 90% of the time, we have a fantastic experience. This review is in no way reflective of the..."
Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,"Review for MealPal 

Got the jerk chicken. 2 pcs of drumsticks...quite bland. Far far from jerk chicken flavor. The chicken itself wasn't tooooo bad. The..."
Episcopal Community Services,d0ZKib7OWj2LEJpaD6brLQ,"Four work mates and I went to volunteer at this soup kitchen the other day. It was quite an eye-opening experience...

We arrived at the agreed time and..."
Episcopal Community Services,d0ZKib7OWj2LEJpaD6brLQ,If i were to tell you that I would rather have been a jew in Nazi Germany than a homeless American would you believe me? The thing i want to say is that if...
Episcopal Community Services,d0ZKib7OWj2LEJpaD6brLQ,"Come to Summertini  - it is an annual event that has a wonderful blending of a great cause, great food, cocktails and hope!  

This is a great event for..."
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,"Love Bi-RIte! 

When I first moved to SF and came here with a friend, I walked out confused. $11 loaf of bread. WTF? $10 pint of ice cream. WTF x2?? $5 for..."
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,Came in on a sunny Sunday afternoon and it was bustling with activity! The line was amazingly long so I figured I'll take my sweet time browsing through...
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,"I'm not a market person or one who enjoys shopping for food/groceries.  However, whenever I walk into this small, neighborhood market, I'm transformed into..."
Bessie Carmichael School/F.E.C,qXPvVLOcXY_11uaVX3aV7A,"Still not getting any better. It's actually worse! We stuck it out because most, of not all of the teachers are great and my daughters both have friends..."
Bessie Carmichael School/F.E.C,qXPvVLOcXY_11uaVX3aV7A,"Welcome to the South of Market where you don't realize it, but a beautiful and strong community fueled by children and parents lays right next to the..."
Bessie Carmichael School/F.E.C,qXPvVLOcXY_11uaVX3aV7A,I love my daughter's school and teacher Mr. Halili. Great communtication
Alborz Persian Cuisine,83lEHBx7nSKvdLz_P5xbMw,I've been wanting to come here for a while. Persian food is some of my favorite food in the whole world. I'm from Los Angeles originally in the Persian food...
Alborz Persian Cuisine,83lEHBx7nSKvdLz_P5xbMw,"One of my favorite places that serves awesome fesenjoon - actually this is my favorite in the city. Great hummus as well. The service is very kind,!..."
Alborz Persian Cuisine,83lEHBx7nSKvdLz_P5xbMw,"I've never had Persian cuisine before, so I decided to give it a try, being the adventurous eater that I am. When I ordered the chicken kabob, I first got..."
Pancho Villa Taqueria,UjjNgzBFAVXF3iVXPVjH_Q,"Most people swear by El Farolito or La Taq but Pancho Villa holds its own as ol' faithful in the Mission. 

Located right next to the 16th St BART station,..."
Pancho Villa Taqueria,UjjNgzBFAVXF3iVXPVjH_Q,"Tasty food. 

But about 2 out of every 5 times I order takeout via Yelp here the order doesn't seem to go through. I show the staff my receipt and they just..."
Pancho Villa Taqueria,UjjNgzBFAVXF3iVXPVjH_Q,"Got the special burrito here via delivery and wasn't super impressed. It was a pretty good burrito, and if I wasn't living in SF where we have lots of great..."
Redding Elementary School,WbMghHrldn-RRNOPVJNVIQ,"A hidden gem of a school, sadly overlooked by so many, right in the heart of the city. The neighborhood is obviously 'sketchy' and it does take a bit to..."
Redding Elementary School,WbMghHrldn-RRNOPVJNVIQ,"Our son goes to Redding Elementary and we love our school family. When we toured Redding, we were pleasantly surprised by this gem of a school -- and it was..."
Redding Elementary School,WbMghHrldn-RRNOPVJNVIQ,I was curious to see if Redding was still in operation.  We moved to San Francisco in 1951 and I was enrolled in fifth grade.  It's good to know that it's...
Osteria,-QCX1EAgUQBBrbddDkPK8g,I brought my family to O and each one of us had something different. The salads were fresh and I love the blood oranges with blue cheese. I had Lamb chops...
Osteria,-QCX1EAgUQBBrbddDkPK8g,"A neighborhood gem in Laurel Heights, this place would be on my weekly restaurant list if I lived in the area. 

Everything from the service, to the wine..."
Osteria,-QCX1EAgUQBBrbddDkPK8g,"Osteria has been a fixture in the Presidio Heights  Neighborhood for decades....and that says something as to how well they run a restaurant!!!

It is a..."
Lowell Alternative High School,1ZThCX_TlIE712cHWAiSkQ,too much homework but i like the people and the vibe. i'm tired all the time but it's coo. sports are v good. :)
Lowell Alternative High School,1ZThCX_TlIE712cHWAiSkQ,"For a public school, this is a great school. Is Axt still here? He has been here since my grandfather started. This school does not provide any quality..."
Lowell Alternative High School,1ZThCX_TlIE712cHWAiSkQ,"For public schools, this one is legendarily elite. It has a rightly earned reputation for being challenging to get in, to stay in, and get out of, while..."
Bistro Boudin,zVkmaOTMq2xpkbK9whCLmQ,"1.  A Scenic Seat above world famous Fisherman's Wharf!  
2. The most amazing sourdough bread bites you'll ever eat!
3. The most delicious burger ever to be..."
Bistro Boudin,zVkmaOTMq2xpkbK9whCLmQ,"THE WORST RESTAURANT I've ever been to.

I came here to eat Clam Chowderduff and it was full of shells and tasteless. I think it's better to just eat at..."
Bistro Boudin,zVkmaOTMq2xpkbK9whCLmQ,"GO SOMEWHERE ELSE. 

This is a severely understaffed place. I am not happy with the service here whatsoever. We have a table of four and the waiter barely..."
Sacred Heart Cathedral Preparatory,MM0HSmoMrJy73fFXPfmz4Q,I am the parent of a current sophomore. When we were looking at SF high schools we were really impressed by SHCP. We felt that the school did a really good...
Sacred Heart Cathedral Preparatory,MM0HSmoMrJy73fFXPfmz4Q,A thing about this school is how it's so damn greedy for money. Where does all of our tuition money go to?? Honestly every catholic school is just trying to...
Sacred Heart Cathedral Preparatory,MM0HSmoMrJy73fFXPfmz4Q,I am the parent of a current senior and a sophomore. My son (Senior) transferred in this year after 3 years in a boarding school and my daughter started...
Prospect,0Sh-XNVgGDRwiN4K3UEQJA,"This is the bar I go for all occasions - meeting friends for happy hour on a week day, winding down late night, Saturday brunch with friends are in town -..."
Prospect,0Sh-XNVgGDRwiN4K3UEQJA,"Stellar experience at the bar. We dined here at 6:30 on a weeknight with the restaurant in full swing. We chose the bar, because my girlfriend who lives one..."
Prospect,0Sh-XNVgGDRwiN4K3UEQJA,"I felt 2 stars was too harsh, but even 3 seemed generous. It isn't to say that the food was bad; it was.... good. Just not acceptable for the price. The..."
Menkee Wonton,zD2yK9jTInJriu-TrnKifg,"Yall need to cut the glasses girl a break. She cool, she is just a deeply introverted person.

I looked into her eyes and I saw a lot of pain, but also a..."
Menkee Wonton,zD2yK9jTInJriu-TrnKifg,"Ordered an oyster pancake for $7.5. Only maybe ""half an oyster"" in the pancake and the rest were batter and bad quality oil"
Menkee Wonton,zD2yK9jTInJriu-TrnKifg,"This place is a hidden gem in the sunset.  they have a good veg selection as well.

It's so funny to read comments on the glasses girl.  We have been coming..."
Delancey Street Restaurant,SvpTxa_8_tclKB6Tk298dQ,What a great spot! I've gone multiple times for brunch and gotten a range of omlettes - they were all great! It may look upscale from the inside but the...
Delancey Street Restaurant,SvpTxa_8_tclKB6Tk298dQ,"The restaurant is really big so no wait. 
I went when parking was $7 per hour (wow) so drove a little bit to find free parking. Turns out they had valet..."
Delancey Street Restaurant,SvpTxa_8_tclKB6Tk298dQ,"I have been dining at Delancey for a few years now and it has not disappointed! I am happy to have dined here a few days ago with a friend, which was their..."
Phillip and Sala Burton High School,e-DfFG64DY0-Oock3KLMCw,This school needs to implement an education for their students on cyberbullying and rape culture. There was a communal account followed by students of this...
Phillip and Sala Burton High School,e-DfFG64DY0-Oock3KLMCw,"Self-Destructive student, Romnick Dinapo, goes on a disrespectful rampage on his teacher at Phillip and Sala Burton High School. The original video was..."
Phillip and Sala Burton High School,e-DfFG64DY0-Oock3KLMCw,Burton High School has so much to offer and has been a great experience for my student  (now a Junior).  The campus is newly renovated and sits atop an...
Curry Up Now,bBTRc2-Fq_ppT0b_i4v4iQ,"I love that this place continues to innovate. 

Thali is now presented on beautiful platters with little bowls, and the volume of food is a bit more as..."
Curry Up Now,bBTRc2-Fq_ppT0b_i4v4iQ,"My workplace used Curry Up Now's food truck/catering service for an employee lunch recently. We had the choice of burrito or bowl, with three options:..."
Curry Up Now,bBTRc2-Fq_ppT0b_i4v4iQ,"The menu had a good number of interesting items that were different.  I had no idea what the items were based on their names, but they did have a..."
Franchino,kgKMZc97EdDaq77dtTqqNQ,First of all being a Brit  I've been to Italy a few times in the past.. this place has the BEST Italian food anywhere.. we found it by reading reviews and...
Franchino,kgKMZc97EdDaq77dtTqqNQ,No words... except you shouldn't look further. Family owned and operated for over 30 years. All three of us kept saying it was the best food we'd ever...
Franchino,kgKMZc97EdDaq77dtTqqNQ,"I love Italian food and since visiting Italy I didn't think I could find a place in the city that served pasta comparably as good, but I was wrong...."
Hunan Chef,3AfJM2V4SS5v3nVoJfo-wQ,"Reliable, quick, affordable, and tasty!

Our neighborhood Chinese spot. Cash only. Owners are awesome. 

My favorite is the mapo tofu with pork. Hasn't..."
Hunan Chef,3AfJM2V4SS5v3nVoJfo-wQ,"The food here is average, but as a Bernal resident, the super quick delivery makes this a very convenient option.

My husband and I ordered the following..."
Hunan Chef,3AfJM2V4SS5v3nVoJfo-wQ,"The food is great but every time I pay I get asked if I have cash and when I say I don't I get a dirty look from the staff. 

Everything else is good! I..."
Bamboo Restaurant,j8Ih_-L9adYlmkh1nC-GCA,"Quite honestly, I admit I'm not the yelper type, more of the reader then submitting reviews online. I decided to take my time to write this review because..."
Bamboo Restaurant,j8Ih_-L9adYlmkh1nC-GCA,"This restaurant  has been here at least 20-30+ 
years. it's in my neighbor.
in the last 2-3 decades, I've came here 4 - 5 times to oder food,but nothing..."
Bamboo Restaurant,j8Ih_-L9adYlmkh1nC-GCA,My Fav Chinese Delivery Spot in SF! The BBQ Pork Fried Rice is amazing! Crab Rangoons are so yummy too! Probably order from them once a week at a minimum!
The Hamlin School,8NEd25gOLM-ArYsdEgUkDw,The Hamlin School is one of two presitigous all girl schools in San Francisco's Pacific Heights neighborhood. The $30k per year Kindergarten thru 8th grade...
The Hamlin School,8NEd25gOLM-ArYsdEgUkDw,"That was fast. My daughter now litters her clothes all over the ground, and loves telling me how it is. 

She's also confident and strong. She has a good..."
The Hamlin School,8NEd25gOLM-ArYsdEgUkDw,"If you think Martin Luther King's Dream speech should be ignored, choose this school.  If you believe children should be segregated by parental income,..."
Lafayette Elementary School,Fz3YqjANm5FcisFxtfUxfQ,"Wow, it's a really big school. Lafayette is where my little boy is attending summer school. 

I met the Principal while looking for little one's homeroom...."
Lafayette Elementary School,Fz3YqjANm5FcisFxtfUxfQ,"If all of the schools in SF were like Lafayette, the world would be a better place. I love this school for my daughter and recommend it to anyone who values..."
Lafayette Elementary School,Fz3YqjANm5FcisFxtfUxfQ,"I love this school.

The teachers and principal are great and the parents are very involved.

The curriculum is pretty well rounded."
Pera,BH9Ln4DRO5nVasySkKx3aA,"Our favorite restaurant on Potrero Hill. Love coming here for large group dinners sharing numerous dishes, as well as date nights. Had the shared brunch..."
Pera,BH9Ln4DRO5nVasySkKx3aA,"Went for dinner. Food was mediocre and lacking any flavor. Pretty sure most of it wasn't even scratch made; like out of jars, frozen, etc.

Service was solid."
Pera,BH9Ln4DRO5nVasySkKx3aA,Not really sure why this place has such good reviews. The food was super bland. Ingredients were very low quality. Spices were old and dull. Every dish...
Double Play Bar & Grill,FSQ2DDzFerLBt1QzNv7dKQ,"Double play has an incredible atmosphere of divey and home all at the same time. I mean, let's talk about bartenders. Aurita? Wow. An angel. Every time she..."
Double Play Bar & Grill,FSQ2DDzFerLBt1QzNv7dKQ,"I ordered from here through Postmates because of the great reviews I found on Yelp. To my surprise, the food  turned out to be underwhelming, poorly made,..."
Double Play Bar & Grill,FSQ2DDzFerLBt1QzNv7dKQ,"Came here on a work lunch with my boss's boss. We were both puzzled the minute we walked in. No one greeted us. Do we seat our selves or be seated ? 

If..."
Central Coffee Tea & Spice,b1zMlSbFOk5MfxJ_HiB4SA,"I just moved to the NOPA neighborhood and have been sneaking around the area to test the cafe's, and this one is a gem! Their building blends right into the..."
Central Coffee Tea & Spice,b1zMlSbFOk5MfxJ_HiB4SA,"Wanted to skip Starbucks and go local.

Four people working. Handful of orders - nothing wild. It is 945am on a nice Friday. 

15 minutes later I have my..."
Central Coffee Tea & Spice,b1zMlSbFOk5MfxJ_HiB4SA,"A cozy neighborhood spot with a nice tea selection as well as good coffee. Service was friendly. I got a cappuccino and spinach quiche, the quiche was good..."
Xpresso Tea,NcBe0E7_Tx4D_21TP3MNcQ,"Whenever I get boba I tend to always get green tea, and this place makes the one of the best green tea in sf, which is ironic because the price is so cheap..."
Xpresso Tea,NcBe0E7_Tx4D_21TP3MNcQ,"The popcorn chicken is one of the best I've had out of the many boba places I've been to throughout my life in NorCal and Socal. Chicken is made fresh,..."
Xpresso Tea,NcBe0E7_Tx4D_21TP3MNcQ,Used to be a quicklys. It is no more because all the quicklys are closing down. Their prices are fair but I did notice how much change there was on the menu...
New Lien Hing,eihAAH_zSTkH1Lgcg2RPIA,"Pineapples for $1. Sriracha for $2.50. What more do you need? These prices are so good, family guy would put in an arm-flailing inflatable tube man if they..."
New Lien Hing,eihAAH_zSTkH1Lgcg2RPIA,"I bought romaine lettuce and mint leaves here from their produce section. As soon as I got home, I proceeded to pick some leaves off the lettuce to wash...."
New Lien Hing,eihAAH_zSTkH1Lgcg2RPIA,"After years of looking for decent produce on Clement Street, I have settled on this market.  Most of the time the quality is excellent, hence 4 stars not 5...."
Roaring 20's,mu5mTXmFU4xKHx2pDwipiw,"Got here at 8pm on a Sunday with my GF and there was only one dancer. Her name was Salem and she was really fun, outgoing and hot. Over the course of the..."
Roaring 20's,mu5mTXmFU4xKHx2pDwipiw,WARNING: These guys make money off scamming you! At the door the bouncer told us they had wine and beer but when we got our $12 wines we realized they were...
Roaring 20's,mu5mTXmFU4xKHx2pDwipiw,"Came here last night for my boys bachelor party and will never come back. One of the dancers ripped my shirt off not once, but twice and pulled my tits out..."
Good Luck Market,AotGpR8U-jdiJEHgrTi4jg,"This place is actually better than it looks. The place is filled with dying or dried up fruits and vegetables, because the owner is too cheap to toss the..."
Good Luck Market,AotGpR8U-jdiJEHgrTi4jg,Definitely caters to the Chinese community. None of the produce is refrigerated and is laid haphazardly in random baskets and cardboard boxes. Prices are...
Good Luck Market,AotGpR8U-jdiJEHgrTi4jg,Incredibly rude owner. Cramped. Barely any selection. Can't even walk by other customer. Cash only but no signs or warning.
Bien Hoa,FbnKItSEZzIpMyOmOOE_Rg,The exterior is covered with bars and can be easily missed if you're not TRYING hard enough to find a new place for Banh Mi. I walked in and spoke with a...
Bien Hoa,FbnKItSEZzIpMyOmOOE_Rg,This store has the best coffee ! I go there every morning . I would prefer this over even starbucks! if your just into simple coffee . They also serve...
Bien Hoa,FbnKItSEZzIpMyOmOOE_Rg,"Tasty Vietnamese in the tenderloin. Nothing special about the pho or prices, but good service and all around pleasant experience. I do feel my cold is..."
Cafe Jacqueline,JJnkXwf96vh1Uu7XZWZZAg,"Such a wonderful treat to finally have eaten at this delightful cafe for dinner.  As their website recommends, reservations must be made in advance, as..."
Cafe Jacqueline,JJnkXwf96vh1Uu7XZWZZAg,"I've been to Cafe Jacqueline twice in the past 4 years while living in North Beach. I've been trying to make a reservation for a third visit, but..."
Cafe Jacqueline,JJnkXwf96vh1Uu7XZWZZAg,"I've always wanted to try Café Jacqueline and when my friend suggested we'd go for a double date, I was excited. Unlike almost every other restaurant in San..."
Le Regency Deli,wVswHX9M3IP0zWXIgLF-6w,Love coming here for breakfast and lunch.  Their eggs and bacon are really delicious and are my go to for breakfast.
Le Regency Deli,wVswHX9M3IP0zWXIgLF-6w,"Funny how you can pass by a place for years and never stop in.  Anticipating a late lunch one workday, I decided to fill up on a hefty breakfast and didn't..."
Le Regency Deli,wVswHX9M3IP0zWXIgLF-6w,"Their version of a cobb salad, the salad didn't have tomatoes, egg, blue cheese, avocados or croutons. I had to ask for croutons, and they were doing me a..."
