name,id,rating,price
Villa D'este,jiSwbGIdmhuY3Z8DhrtrGA,3.0,$$
Celia's by the Beach,EFmCwCZ2ZV57HlGrMH2vog,3.5,$$
Cafe Dolci,tHJQH4je6TrwJxotjHtP_g,4.0,$
Louie's Dim Sum,BuzfrbiSKrnFa4jeuPTp-w,3.5,$
Jang Soo BBQ,d74oNV0yHMfZPVoYy9Ha8A,4.0,$$
Draeger's Market,WnVJSnsNVOeyodYmj5BaXA,4.0,$$$
Wise Sons Jewish Delicatessen,2KaFcRyHcNLfv4kzEmTYJA,3.5,$$
Kate's Kitchen,n5LHxcE-fbgr9O4Unri_ug,3.5,$$
El Tomate Restaurant,bNs24yP7wb3rcm6T_jexSw,4.5,$$
Bissap Baobab,6RD33qPwBS6j3ggo84J4iA,3.5,$$
,,,
Hillstone,_D1Ev_zTZs5ijHkleK6C2w,4.0,$$$
Golden King Vietnamese Restaurant,4HeUBskEaGZ2qlnGtBcy7A,3.5,$
Mai's Vietnamese Restaurant,ogif-GNQYoVNsc9mqI378w,3.5,$
SOMA Restaurant & Bar,w6bwuiCl388Fj7FmIeOMIA,3.5,$$
Mee Mee Bakery,zgBfOxGRJ4ICSUTrb_qUfg,3.0,$
Lite Bite,3hInKoS_u0FPJMIpbITsHw,4.5,$$
Casa Mexicana,1iO6SaWry8C6i_n4cFsxCw,3.5,$
Crepes On Cole,UyA7m3aI7SB0hWdMzlwGWQ,3.5,$$
Yick Wo Alternative Elementary School,rI-tXfjKccjXzknftIWYww,5.0,
Miki Restaurant,ydRU8jEKxt0X5PQdP4VdRQ,4.0,$$
Manora's Thai Cuisine,A6D6wG5y0sqpaqJjgc8QeQ,4.0,$$
Round Table Pizza,sW98jWYHl01r46avD5cUYA,2.0,$$
Garden Bakery,vuYas7gLlshLOWw6GCnKFA,4.0,$
The Homestead,uRxCjtTvJpcrD510tIDKcA,4.0,$
The Olympic Club,Pc4WNPpkhK44ItPcq9EGGA,4.5,
,,,
Sacred Grounds Coffee House,N2MO7risubQGcEoVhDUoyw,3.5,$
Kimochi,0j-VpLf5n5M9UuVMHqJFSQ,5.0,
Sunrise Market,WSyS5OeKN9C8KgFOMlIujQ,4.0,$$
Capurro's,Nf7y336Y0VwcWis3PO-Otg,3.5,$$$
Southpaw BBQ,2vlDWJxhWsESJQVSaghAeA,3.5,$$
Super Cue Cafe,tYXhOHDzfywE7ykGTqkyMA,3.5,$
Uva Enoteca,8FEy6ZgLlP9RlE_C_6KpKw,4.0,$$
The Cake Gallery,eXsgothKW0_Yxy-U6tSfEg,4.5,$$
Mama's On Washington Square,MvAo0hj9FXOeNL5PwBZ0fQ,4.0,$$
,,,
The Mad Dog In The Fog,pY-nPVcbru-YjVZnkddiig,3.5,$$
Ping's Meat Market,w4C21_0f0ZFJFHjbWe9Scg,5.0,$
Firewood Cafe,Fw7rbyKQGZEHpqFDVs6dBg,3.5,$$
Pizzeria Delfina - Pacific Heights,wPJjpOZ0mnsajJLBkWUnwA,4.0,$$
El Rinconsito Catracho,bxTFcQy998T-9cC22E2CyQ,3.5,$
,,,
Kokoro,iqyQFrKE1v1UN78CnPbn8A,5.0,
Roosevelt Tamale Parlor,4L55hW_30nCS2rVL0YL-2A,4.0,$$
The Spice & Tea Exchange,yiuCGfMukUqjciiFPctg5Q,4.5,$$
Superstar Restaurant,g60n9gcnr7cco5dh-j2RbA,4.5,$
Yamo,D1-_5ff4aic1-7rLqzUd4g,3.5,$
Serv-U-Market,KMORkOEcjkAychXg_rfwnA,5.0,$
The Baked Bear,7YxKRfOZtsuH702EkyTwtw,4.5,$
AMC Kabuki 8,O7HdPG1c8G0IB3GZc4V2zg,3.5,
Edinburgh Castle Pub,vbuiWssdvlk_IuNOZjAIkQ,4.0,$
Castro Coffee Company,5oNzSLvDDUyDIHCI4asntA,4.5,$
Bimbo's 365 Club,OUaJngCEvUblIsVHTAgSxA,4.0,$$
Rose's Cafe,KewsTgYKXUPuUU_X1I3O6w,3.5,$$
State Bird Provisions,QZQGRJZ4bZCmNoXjs3z1XQ,4.0,$$$
Burger Urge,goW9LHk_2ozTNypmq2pO8g,3.0,$$
San Francisco Christian School,4g1hGMpZ6EhxTqWR3w0-tQ,4.5,
Tip Top Grocery Market,S9VWM1eIBpStvhPkyiEEXw,4.0,$
Osha Thai,Bh7t4TwGuRMOJ-s3qUSQwQ,3.5,$$
Mollie Stone's,lFuTnqxZkFpPyXlPzXQFyQ,3.0,$$$
Aroma Tea Shop,4CykXfygkNWlz87qkh5SCA,4.5,$$
Bussaba,QDb7LJMMJ9J4zwRC1LFRdg,4.0,$$
Taqueria el Buen Sabor,o9KZAEgORSys5J4oqiGtEg,4.0,$
Mymy,VzlVF1yc_BboRwwqJcvkxg,4.0,$$
Wayo Sushi,f6G4fFuwx_hQOMxvZPmqjw,4.0,$$
Pete's Deli & Cafe,e3d-jYxVx7YLTxQ2CEmb0g,4.0,$
House Of Hunan,_4xgvSsDuGgsyfSOVrneag,3.0,$
Mini Cafe,9MuV8P0WwlWPidYY2eC8Vg,4.0,$
Wonderland Restaurant,BZrIT4uX_3MDQL3QPtfFPQ,4.0,$$
Beach Street Grill Restaurant,nY3qsB75yCrOiTZcsrzFDw,4.0,$$
,,,
Taraval Pizza,kTbI2NtsXwtaPlg-wN-jqA,3.0,$
Save-More Market,eWaU0deOdNUNyG58d64o-w,4.0,$
The Irish Bank Bar & Restaurant,_GunRIpJwrm5aZWb6bHSsQ,3.5,$$
Chantal Guillon Macarons,TfvirefqknwFZGCGYvHFgw,4.5,$$
Sai Jai Thai Restaurant,bGI_oq-DVPo2bWJZxDf9gw,4.0,$$
Parkside Tavern,2kAb8kvymt5xJfoNFTwFyQ,4.0,$$
Noriega Teriyaki House,YDeqSFd7qdbbFiBUO6Gpjw,3.0,$$
Sens Restaurant,TCvzZi55lnXP9bDrJdPARQ,3.5,$$
Noe Hill Market,o-jrxsO_Btbq5T1wxcxNMg,4.5,$$
Thanh Tam II,dp79eNPRsgJ8MgBjH5DozQ,3.5,$
Molinari Delicatessen,FmGF1B-Rpsjq1f5b56qMwg,4.5,$$
Taqueria El Castillito Star,RF-ciAQlmV2BO4lVvmfrkg,4.0,$
Ti Piacera Ristorante,NcXfS-AbgTM9Hjfz2bmMRQ,3.5,$$
Woodhouse Fish Company,PFk6k_hEGG0n6_FAJSm9EQ,4.0,$$
Bernie's,E4FkDzb2W1kKGiBT6df4hg,4.5,$
Chatz Coffee Shop,Uv0rM1mX1bgTx9iKNvM-cw,3.5,$
Orphan Andy's,6BMxNLbCSQIe72nYGiJBXA,3.5,$$
Chavitas,27jQXgyYIFvVSXaiF47YrQ,3.5,$
The City Club of San Francisco,Lkk2KcJ2X_Oo_5aN65xaSg,4.5,
St Paul Elementary School,X6LlsGiiNXcNiE6_QkX-LQ,5.0,
H2O Cafe,HLsfmfut4mzOClQ5jaJn_A,2.5,$
Creative Arts Charter School,y8PXwRFx6SicYgLx3l22kQ,3.5,
Rossi’s Deli,luREw4YhfFuYiUdA0SECaw,4.5,$
The San Francisco School,9q77IEGYaZm8gNmRhnCZ8Q,5.0,
Hornblower Cruises & Events,2pzKNzMZWP4pngfN4DnNzw,4.0,
Muracci's Japanese Curry & Grill,7qK2Gwu0afQMtYFSJvvCqQ,4.0,$$
Verdi Club,rJoGt8B0gwRYlJJdcmqIaA,4.5,
Giorgio's Pizzeria,GNzoAOXPxP0UzW7fb51dNg,4.0,$$
La Cocina Community Kitchen,qjy8ZG8C3C_wNtE6VF83Jw,4.5,
Subway,f134JY-da1-ciO-jND1wfA,3.0,$
Ozumo,PNxwbgtfdpldd3CyJFIw3w,3.5,$$$
The Civic Kitchen,Lj9_JnXjkVT35srlMFAPVA,5.0,
Black Point Cafe,CPsBAUzxXoJOdykCm-DTsA,2.5,
,,,
Beijing Restaurant,8sTqr9ehaZuqORQCddYeUg,3.5,$$
We Be Sushi,vFpnaHTIXwQKDBra-avR7w,3.5,$$
Teeth,y8mGQTwmFaSu3d7dAywOHA,3.5,$$
Bluestem Brasserie,dhTrfvdlpFE33USafJ3cjQ,4.0,$$$
,,,
Panaderia La Mexicana Bakery,o_687zG5kw-GdtVCMN7Z7g,4.5,$
St Thomas the Apostle School,oKPcWAQMa-l1PSARYMcQXA,4.5,
Chico's Grill,9wUeqMzExFEG_yWfyDwMBQ,4.0,$$
Shanghai China Restaurant,VKBBK2YgpOpW7vy9BQ3ATA,3.0,$
,,,
A2/Rustico Cafe,1ay2ZDVZa2KtAAfxPnGJKw,3.5,$
Chef Hunan,4z8ySDFczYWgLk1jDyEpKw,4.0,$
Uncle Lee Cafe,q2AdwPSkiA9GV0mTtrBYfw,4.0,$$
Manivanh Thai Restaurant,_fskSC0Z0k27FrLj2OGI9Q,4.0,$$
7 Mission Restaurant,nik97G8-H0rFoJKO4X3ZIA,3.5,$
Allstar Donuts & Burgers,C64O-QLRWXRmoBabA-3jVw,3.5,$
Victor's Pizzeria & Italian Restaurant,GjdLppkFQODOiV4DQZ5EyA,4.0,$$
Lahore Karahi,5zKrxtjKK09F_Dwgs5Kxwg,4.0,$
Cancholas Bar,qNU6F32ynMyoijvYvrABxA,4.0,$
Ideale,Ws6FGlrk0yxBT7GFpik57g,4.0,$$
Centerfolds,6Ki5PvDCebTkCRkGEXD1qw,3.5,$$
Upstairs Bar & Lounge,hdnNzDpEVxBYUYlrPr0CzA,3.0,$$
Wan Kee Restaurant,0v8I8LNHG7ABK9rJKJ46AA,4.0,$
Hahn's Hibachi Korean BBQ,ARungYngbgtrv0vUfManbg,3.5,$$
Hing Lung Company,_ZysfO74zEDOooCktoEBVw,3.5,$
A La Turca Restaurant,2PRgMkqX2dRrcuaJEi_1Rg,4.0,$$
Burrito Loco,hAekA97knx4rVv5v7_HYQw,3.5,$
Cafe Seventy8,xfGxyVapMNlAlqQULvyG5Q,4.5,$
Piraat Pizzeria & Rotisserie,YpxDXFtuX47QWGHNvlqpxA,3.0,$$
Tio Chilo's Grill,OM8v0GDGzdIhcJODUDCv2Q,4.5,$
,,,
Pho #1,N8WqaCKEzEDuVFuRN1y3wg,3.0,$
Green Earth Natural Foods,jnyoYZe9mHX_KMsfSyx4eQ,4.0,$$
Cafe Insalata,bPqj4m-cNODZ4vLxTN7ZTg,3.5,$
Guerra Quality Meats,jK1_pM6U50seuco7Tvhing,4.5,$$
,,,
Thirsty Bear Brewing Company,M1qm-JWaI1tHVBx-XLJbmA,3.5,$$
Il Pollaio,66khyY7kxNKiW6x7anZj9g,4.5,$$
M & M Shortstop,HUW2WpReOTXIhs9muXjjmg,2.0,$$
Amici's East Coast Pizzeria,G_CJ4WcLc64c4Re_YCGDnA,3.0,$$
Them Ky,lw38MxB5AReAzXQVRrOfXg,3.5,$
Marnee Thai,pYk2UZ_AUGWO4s8YFepRHQ,4.0,$$
Beretta,4KfQnlcSu4bbTqnvGdGptw,4.0,$$
Barcino,8NTW-bp5prQmhKEI5f4qxw,3.5,$$$$
Press Club,Fvn-UN7IQvxlfLBpJdbMUA,4.0,$$$
Lucky,0z7XDbyEnkjI6LyCzztfLQ,3.0,$$
Casa Lucaz 3,uuDCkNSudZ8QQGnrxK3jCA,4.0,$
21st Amendment Brewery,2FhkLW_EwD-CwOzteklkIA,3.5,$$
Express X-Press XPress Market,URPXWRT71ZJwxMvyoN4ovA,3.0,$
Gino's Grocery Company,k6svZTghwr-S2iq8Wx3okw,4.0,$$
Peña Pachamama,7HHq6MKpWcZqUgwsQaBSZw,4.0,$$
Eats,21wF1dQFS2bEL56DuqxRsw,4.0,$$
Lovejoy's Tea Room,s-ihKanDRDHTD8U49HFA5Q,4.5,$$
The Creamery,qGjG43GoNvogez30ISBoAg,3.0,$$
Holiday Inn Express & Suites San Francisco Fishermans Wharf,viO9T8NVms179mVNeeFrfA,3.5,$$
Smokin' Warehouse Barbecue,qQAwvheHpMU9MpYoJyMw6Q,4.0,$$
F T I Arco Gas Station,3xjRltQt31Jw-oqxJAOjXQ,2.5,
Executive Cafe,z93mjnqenYRyeoWqOJXlrA,4.0,
Church Street Cafe,w_CDMwPaFE8L-cFQZzFyTg,4.0,$
Daily Driver,01PEEGsmzViln0LKbQNG2Q,3.5,
Luce,FDi2dELjM0T_Es8Ka-C6gQ,4.0,$$$
La Jefa Taco Truck,knfB3bye8C842qOXg5WZgw,2.5,$
Billiard Palacade,eGkO001mzh7i5dNsRywpgA,4.0,$
Holey Bagel,2sNnba1Y2-oVZHwhp0vEcg,3.5,$
Thai Spice,gPMeR13r24uBVvWtp5MOWg,3.5,$$
Sun Sang Market,G9D7fzzAvXKjOjZtYXub3w,3.5,$
Irma's Pampanga Restaurant,TkG9X1noKvdPMHd7sjkVig,3.5,$
Art's Cafe,MXKWFQHoC0SXy9UI-Djn7g,4.0,$
My Canh,ZBX6HhQWZse0KJ_wPtIFAw,3.5,$
Moscone Center,wpnrmiw_ApYDmdC2b_WFRA,4.0,
Fog Harbor Fish House,f-m7-hyFzkf0HSEeQ2s-9A,4.0,$$
Town & Country Club,EKjWDdbDE1qCk8HECVxD8A,5.0,
Panchita's Restaurant No 2,fzhWuy8DD4Gr9HwDLaWISA,4.0,$$
Pride of the Mediterranean,Q3WVLBpfaF9avnq1fFQ51g,2.5,$$
Round Table Pizza,LYzW5O-VQ0k-8INvA0_ryA,2.5,$$
Jean Parker Elementary School,4oWUPawTmIiRRPAV2qypYw,4.5,
,,,
Dagwood & Scoops,_W4Q8MR6DPd81LRQNBcB0g,4.0,$
Cafe La Boheme,3IPHiyXfwdN7lwz5qqotJA,3.5,$
Lupa Trattoria,0COxcLD-42ecMqBYyoUfyQ,4.0,$$
Good Eats Cafe,UapQrh04k9QkZuuIuc_mzg,4.0,$
SPQR,uEucSd4jwY_zb10AcEye_g,3.5,$$$
La Palma Mexicatessen,bNvaWa9wSLHjlFlrD7i9Ow,4.5,$
Golden Flower Vietnamese Restaurant,U_DnxqcixH5tHMvcrjkcZw,3.5,$
Akiko's Restaurant,IRD_9JUjR-06zztisuTdAA,4.0,$$$
Paradise Coffee and Donuts,0bAAwWmfzOlDwrO8835zGA,3.5,$
,,,
Fior d'Italia,yQxW5sK7n7T5JDoPBY2QCQ,4.0,$$
Lers Ros,WFgRFq_KxIs2fkYo1iD6Tg,4.0,$$
,,,
Pinkberry,I-2sRRTxnKqjozpPMhR8lQ,4.0,$
Jim's Restaurant,Vkz5U3C0WC33pPl7CHfmsQ,4.0,$
Gas & Shop,sNPpsIYRZcQeiLYoBbO2xQ,2.0,
Lick Wilmerding High School,7bdsOocSnIhS_k8aYHCa6Q,5.0,
Original Joe's,GtKxIGU6LJu14UErdNulmQ,4.0,$$
Fiore Caffè,MjeuqfVgxCL_XVJJoCLTFg,4.0,$$
Alvarado Elementary School,rU5z9bN4DDQyDRt6V4wsBA,3.0,
Loving Hut,rQ8lUysrEPFTXqmqK4ASkQ,4.0,$$
Le Cafe du Soleil,R3YMmqmPIjJh8V80VpTD1w,4.0,$$
Palio,Bs-uBmaaGhr3XF6uFXfAFw,3.5,$$
Tower Car Wash,_Itb3Ma0XVP1df1mIzXT_Q,3.0,
Stacks,qHCqD2rIiIQ9BK8wfTjVvg,3.5,$$
Lee's Sandwiches,maULMTcda9y6bQlPnqcJVw,3.0,$
White Palace Liquor Store,hxMNw8bT4sJ6T2Um7aI4NA,4.5,$
Aria Korean Street Food,KA-P3d2NcbJy5SQN-vCzPA,4.0,$$
Silverstone Cafe,rbtA1V-aRy60NdhwIFj6bw,3.0,$
Lori's Diner,llmqe5EL99kPqqT3T7C8vQ,3.0,$$
Thanh Long,z9CN58fSrA46ggyb6OnCnQ,4.0,$$$
Mel's Drive-In,V496H0yYm75UcFdrmr1Zlw,3.5,$$
The Cathedral of Christ the Light,L4TaO_pX4wNFtEgbWuAjNw,4.0,
Tasty Coffee,C60uLcN-7J2VwH9sBjVg8w,4.5,$
Basil Thai Restaurant & Bar,lL-Zq1hlHreP7qAA2sVqNg,4.0,$$
,,,
Miraloma Elementary School,94sAjDIl_rgw07hdELxW6w,4.0,
Pho Huynh Hiep 2 - Kevin's Noodle House,Bfc3RwM7UAEohk9e19Q1xw,4.0,$
Hang Seng Meat Market,t01ne3zBsWai6nXwcbvmKw,4.0,$
On Lok Lifeways,ggf5kd52OYz79K_vPlmv9g,3.5,
iThai,7N9Bqb5bB-Iqu1ho9Us9fg,3.5,$$
Four Seasons Hotel San Francisco,s17UpNt-CaHbA3QaarI_7A,4.5,$$$$
The Chieftain Irish Pub & Restaurant,QkaSsRmSHnc7vlypsfNfyA,4.0,$$
Yoppi Yogurt,E5AaSzcx-LTGT2Iv2oX_Bg,3.5,$
Il Borgo,ZzlQeq0FH1m8AXoHF3qnpA,3.5,$$
The Gap Cafe,4r_2IlyjfHnp-We4-ZIAMQ,3.0,
Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,4.0,$$$
Cafe Prague,WI3XGMuBiy04YR6rmiLnyQ,3.5,$$
La Paz Restaurant Pupuseria,U3s-sJmrxCWLvqvS3sHpEQ,4.0,$
Thai Cottage Restaurant,UA5uLFfgLYxZVAd3BLfKZA,4.0,$$
Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,4.0,$$
St. Francis Fountain,Zx_VDLeaFdnMFkGyorDZtQ,4.0,$$
Chouquet's,4YQg81cDjn2Ei7NYvRHXpA,3.5,$$
Pi Bar,d3KfHPRCscsm2gC884lsHg,3.5,$$
Yum Yum Hunan,BpFYTc8r8S1FHfBoCyxRSg,3.5,$
Opera Plaza Cinema,rwu2h9V6zXUTmn7-eCVCUg,3.5,
,,,
Live Sushi Bar,j_YtZXamd5GHfL-BhfkiLQ,4.0,$$
,,,
,,,
The House,ZoZjbOYR-apY8XvommlNUA,4.5,$$$
Cioppino's,6h7YCp2KLfbu3tbRmNSb-g,3.5,$$
Zuckerberg San Francisco General Hospital and Trauma Center,VWCXj51YMHRhl-V9qfNbEQ,2.5,
,,,
Commonwealth,2QxsgelKVnEdd-PQ2efI8A,4.0,$$$$
Mayes Oyster House,uXIXd10crfSV8JJi-efHeA,3.0,$$
Eleven O One,jAoKH55Wtq1rCa6jdNfbig,4.0,$
Valencia Pizza & Pasta,Syaydy3OIMsziI1spwAanA,4.0,$$
Taqueria Guadalajara,XBwZkkydL3AmpYuczv0rZg,4.0,$
New Princess Market,lYnzwWX62hqc51KqujCDKQ,4.0,$
Pho Tan Hoa,aPWsJK-BuGQftRY5WECmAw,4.0,$
Bite,ZXwnSN4GlEuSTNCRrjjRMg,4.0,$$
Crave,Q0oL5266N9N-MWhewZLZiQ,4.0,
Nopa,ttarnopezxmp2ROB1N2PaA,4.0,$$$
Kama Sushi,bCrPqM3TTC8lGQCLYGIpLw,4.0,$$
Lucca Food Deli & Wine Shop,_wwK7GNlzZFoZNyQRygu_w,4.0,$
Alexander's Steakhouse,PLx_VnZyFmxTS1zNTaDJxA,4.0,$$$$
Empero Taste,ufEYEDMaaoiFAxw81IlBAw,3.5,$$
Utopia Cafe,Z-fTFkb_AQ-Wu6qss3Wm1Q,3.5,$
United Irish Cultural Center,Mbv1R8pCzYgVGQMBjsoetg,4.0,$$
Don Ramon's,Rh4NhLtNdlOcQnc-iCRJOQ,3.5,$$
Ladle & Leaf,Co_g1tFxnqOVRDmNLCgSvQ,4.0,$$
Panaderia Andrea,j7z7Nf5Y9QObsk88PhqlyQ,4.5,$
Jitlada Thai Cuisine,DhxBcPJr1igtHNqDyvJ_lA,4.0,$$
Yick's Liquors,vGIFGgPFCEsfaIDKsiRQOw,4.0,$$
Ninki Sushi Bar & Restaurant,h6l8EL19eoNvAzUK5dDR3Q,3.0,$$
Starr King Elementary School,TJVzQELy4JUrXwZYfuqHyQ,4.0,
La Fonda,GPK6hwD_EGKCRVD1cWESig,3.0,$
Sauce - Belden,jzo4h7-wAXQfoZwYT-Rzag,4.0,$$
,,,
JJ Fish & Chickeny,YG3xWeJ3f350zSNZKs1p5A,3.5,$$
Cordon Bleu,Di4kb-1tnjP5OKFuV8qbUA,4.0,$
Rainbow Grocery,5NvXIkNdCCqUb235WVfMJg,4.0,$$
Sunset Strip Liquor Store,c7Ny8VKYZpfd5rp257sHIg,3.5,$
Shell,0eBDcg_MjxmC8Erjy995bg,2.0,
Sushi Hunter,vTGaPVLF8saopNqIkHRlzw,3.0,$$
Imperial Tea Court,bI0djBt4exAWQQOxaVexDA,3.0,$$
School of the Epiphany,Vp8oeCDeh0-_zTq0pcMK4w,3.5,
SO,WG9Q3g5Dbc9VcahtvbvOsA,4.0,$$
Sears Fine Food,3LZRfbnx8bCpHWrRDSIF9g,3.5,$$
B Star Bar,6bc2FmFGzrcEvXcS2cOeeA,4.0,$$
Per Diem,MXy-YMQCWpBJf92HFRhGhw,4.0,$$
Cheese Boutique,RMD2w2KYa4Vm5EYZ6UCu4Q,5.0,$
Cajun House,Mavr1mEE-CCP3GHTKle7BA,3.5,$$
Pho Vietnam,9PfzLnAi8pyK86Rv2MsvCQ,3.5,$
Larkin Street Youth Services,cjhrDT6aL6w5ttQHwo0iwg,3.5,
Battery Street Coffee Roastery,RAO5L5XSbZtg2oIGOftN2Q,3.0,$
Bay Club San Francisco,FsJymPpKKM2mtzMDpSVxiA,4.0,
La Taqueria,JARsJVKLPgs_yC3cwDnp7g,4.0,$
Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,3.5,$$$
Episcopal Community Services,d0ZKib7OWj2LEJpaD6brLQ,4.0,
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,4.5,$$$
Bessie Carmichael School/F.E.C,qXPvVLOcXY_11uaVX3aV7A,3.5,
Alborz Persian Cuisine,83lEHBx7nSKvdLz_P5xbMw,3.5,$$
Pancho Villa Taqueria,UjjNgzBFAVXF3iVXPVjH_Q,4.0,$
,,,
Redding Elementary School,WbMghHrldn-RRNOPVJNVIQ,5.0,
Osteria,-QCX1EAgUQBBrbddDkPK8g,4.0,$$
Lowell Alternative High School,1ZThCX_TlIE712cHWAiSkQ,3.5,
Bistro Boudin,zVkmaOTMq2xpkbK9whCLmQ,3.5,$$
Sacred Heart Cathedral Preparatory,MM0HSmoMrJy73fFXPfmz4Q,4.5,
Prospect,0Sh-XNVgGDRwiN4K3UEQJA,4.0,$$$
Menkee Wonton,zD2yK9jTInJriu-TrnKifg,3.0,$
Delancey Street Restaurant,SvpTxa_8_tclKB6Tk298dQ,4.0,$$
Phillip and Sala Burton High School,e-DfFG64DY0-Oock3KLMCw,2.5,
Curry Up Now,bBTRc2-Fq_ppT0b_i4v4iQ,3.5,$$
Franchino,kgKMZc97EdDaq77dtTqqNQ,4.0,$$
Hunan Chef,3AfJM2V4SS5v3nVoJfo-wQ,3.0,$
Bamboo Restaurant,j8Ih_-L9adYlmkh1nC-GCA,3.0,$$
The Hamlin School,8NEd25gOLM-ArYsdEgUkDw,4.0,
Lafayette Elementary School,Fz3YqjANm5FcisFxtfUxfQ,4.5,
Pera,BH9Ln4DRO5nVasySkKx3aA,4.0,$$
Double Play Bar & Grill,FSQ2DDzFerLBt1QzNv7dKQ,4.0,$$
Central Coffee Tea & Spice,b1zMlSbFOk5MfxJ_HiB4SA,4.5,$
Xpresso Tea,NcBe0E7_Tx4D_21TP3MNcQ,3.5,$
New Lien Hing,eihAAH_zSTkH1Lgcg2RPIA,3.0,$
Roaring 20's,mu5mTXmFU4xKHx2pDwipiw,3.0,$$
Good Luck Market,AotGpR8U-jdiJEHgrTi4jg,3.0,$$
Bien Hoa,FbnKItSEZzIpMyOmOOE_Rg,3.0,$
Cafe Jacqueline,JJnkXwf96vh1Uu7XZWZZAg,4.0,$$$
Le Regency Deli,wVswHX9M3IP0zWXIgLF-6w,4.0,$
Little Vine,OREar045O5KiG8P_8dePng,5.0,$$
Rainbow Grocery,5NvXIkNdCCqUb235WVfMJg,4.0,$$
Kara's Cupcakes,9rVo1Oij4zubz695kebsuA,4.0,
,,,
Sift Dessert Bar,R69dsC7QTTf-XwTDJawMHQ,4.0,$$
Sushi Suki,OVbF_IMHhBDi62Njm7zs9w,3.5,$$
Blue Bottle Coffee,lNbKeOfCMTNkoihZHqrbrg,4.0,$$
Beretta,4KfQnlcSu4bbTqnvGdGptw,4.0,$$
,,,
On the Bridge,pLZFRsn8HjVzcITHqa8Yfw,3.5,$$
Peking Restaurant,_3MJz0zgTg35NZGlifqQzQ,3.5,$
Monroe Residence Club,tjDBlIQmwLy_JqMj7bT_3w,2.5,$$
Bryan's Grocery,jMEWC8hTokdYuvtAsJvoow,4.0,$$$
La Canasta,JQ1R8IfcvUil8O6T9rofPQ,4.0,
The Taco Shop At Underdog's,cx6y2D1Q77R6dEqMOvnL7g,4.0,$$
V Cafe,qqUqgHS2K20ePDQ-nJzM7w,4.0,$
Golden Bear Trading Company,b-ylC7pGKuh4yw6l1Q1k9g,4.5,$$
Boudin Bakery,UCn4pqLpAdU1OjpoorA0og,4.0,$
Mission Hills Middle School,bUZdG27caRRlBHNpf-RyQQ,3.0,
Buena Vista Horace Mann K-8 Community School,ldJGqcB9kmRX7i0VFFmq5A,3.0,
El Chico Produce Market #4,wmOtvQvJALyGpKjINALecg,4.0,$
The Broadmoor,DSJiMF9I6FC173w7e8DU_A,3.5,
JapaCurry,thAbNIGH1pWMi6uPw39e1w,4.0,$
Pork Store Cafe,eOCVoXsOEnbr9c89RD0UEQ,4.0,$$
St. Francis Yacht Club,98jlX8i46-2S8u2dztJxXg,3.5,
Viva Goa,SAxC2Qim3Zd_GmTRKJOqiQ,4.0,$$
Mission Bay Cafe,9JOBfmJGU8sEFQHVoBy3jw,5.0,
A K Meats,E60m-4IPYWZogI0EEVwbog,4.5,$
Riverside Seafood Restaurant,1xvpFG2vz5zKpbCS6lwFlQ,3.5,$$
Dol Ho,I8q7lH2GAMQmQydZaEU1DA,4.0,$
Spruce,ZfMLpV7p3EvRv3Idpx89sQ,4.0,$$$$
All Star Donuts,J9UyFeAMsZhqCFNxSFNNkw,4.5,$
Ali Baba's Cave,LhK62UzwSDAr0eO--ikToA,3.5,$
,,,
Sheridan Elementary School,vRvPE-TYsH95GPVMfv7_1A,5.0,
Social Kitchen & Brewery,H6f4SHDhgrMaK-6MjP0GTg,3.5,$$
SF Wraps,3AC3j3K25rdYLDe3D2Ld4w,4.0,$$
Four Seasons Hot Pot,qEa7M3OPEExLFTlN7O5kqg,3.5,$$
Le Beau Market,UusODx67j3KEZBTMqRTC4A,4.5,$$
Ebisu,D1K_lFglA5fOYquqltYcdg,4.0,$$
Work Of Art Catering,JqRgdXamsrItIQlUm4xF-A,4.5,
Pagan Restaurant,msESLp0PLBVBlbUnYbIj8w,4.0,$$
Mexico au Parc,wSMxakceGgjxKr63XfMACA,3.5,$
Roam Artisan Burgers,4eaK2-Q0dEXWMr5SOoV_Sg,4.0,$$
Charlie's Deli Cafe,hNze7c3mWvEnAXYT_geV9Q,4.5,$
Punjab Restaurant,Z_y97di6ovwsjFjCBRoMZg,4.0,$
Dong Baek Restaurant,wgr1OpJ1uwuT-wZ4VPJTTA,3.5,$$
India Clay Oven,YYBfO95m1uoxvHqXVoqUgQ,3.5,$$
MoYo's Froyo,pGtYO6HNIJ3VrBsmRqEgSg,3.5,$
Cafe 24,6n84qZivX5Ecgo4twvX5TQ,3.5,$$
AA Bakery & Cafe,SeXRih1jqC_GV1suD1bf-w,4.0,$
Basa Seafood Express,imHjAJ9uuUK_PNkzT9kCag,4.5,$
Kibatsu,qvGED1YA1lt_wrbP92RVZA,4.5,
House of Nanking,C0whbbQhUMBv8X-Mmtqrcg,3.5,$$
Arabian Nights Restaurant,w5BLpD2_aj9gyTMiStJ65Q,4.0,$$
New Tsing Tao Restaurant,-n-ZXgK7JzNk-uOtHCLE9A,4.0,$$
